Time frequency,Country of citizenship,Age definition,Age class,Unit of measure,Sex,Geopolitical entity (reporting),Time,value
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Czechia,2008,21760.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Czechia,2009,15502.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Czechia,2010,14838.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Czechia,2011,10706.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Czechia,2012,12075.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Denmark,1998,10224.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Denmark,1999,9649.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Denmark,2000,10024.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Denmark,2001,10396.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Denmark,2002,9941.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Denmark,2003,9966.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Denmark,2004,11120.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Denmark,2005,13149.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Denmark,2006,16833.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Denmark,2007,21381.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Denmark,2008,19970.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Denmark,2009,16218.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Denmark,2010,16671.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Denmark,2011,18116.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Denmark,2012,19802.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Germany,1998,259428.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Germany,1999,275086.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Germany,2000,279409.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Germany,2001,274909.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Germany,2002,280641.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Germany,2003,265424.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Germany,2004,301486.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Germany,2005,318378.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Germany,2006,320727.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Germany,2007,343851.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Germany,2008,335914.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Germany,2009,125772.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Germany,2010,156779.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Germany,2011,226396.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Germany,2012,298541.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Estonia,2004,292.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Estonia,2005,445.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Estonia,2006,854.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Estonia,2007,1089.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Estonia,2008,991.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Estonia,2009,1042.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Estonia,2010,512.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Estonia,2011,62.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Estonia,2012,70.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Ireland,2006,91528.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Ireland,2007,78377.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Ireland,2008,44913.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Ireland,2009,23495.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Ireland,2010,21320.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Ireland,2011,19506.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Ireland,2012,20806.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,France,2006,66128.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,France,2007,64875.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,France,2008,65411.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,France,2009,57943.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,France,2010,71926.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,France,2011,81342.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,France,2012,90774.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Croatia,2008,919.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Croatia,2009,1169.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Croatia,2010,1319.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Croatia,2011,1052.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Croatia,2012,1342.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Italy,2008,212862.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Italy,2009,136133.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Italy,2010,118611.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Italy,2011,113808.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Italy,2012,104078.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Cyprus,2009,13210.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Cyprus,2010,11895.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Cyprus,2011,13136.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Cyprus,2012,8803.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Latvia,1998,129.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Latvia,2011,498.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Latvia,2012,539.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Lithuania,1998,45.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Lithuania,1999,83.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Lithuania,2000,54.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Lithuania,2001,645.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Lithuania,2002,684.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Lithuania,2003,566.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Lithuania,2004,601.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Lithuania,2005,452.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Lithuania,2006,396.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Lithuania,2007,315.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Lithuania,2008,376.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Lithuania,2009,261.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Lithuania,2010,149.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Lithuania,2011,503.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Lithuania,2012,663.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Luxembourg,1998,8210.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Luxembourg,1999,8545.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Luxembourg,2000,8817.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Luxembourg,2001,8896.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Luxembourg,2002,8493.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Luxembourg,2003,9713.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Luxembourg,2004,9756.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Luxembourg,2005,11297.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Luxembourg,2006,11512.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Luxembourg,2007,12859.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Luxembourg,2008,13906.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Luxembourg,2009,11929.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Luxembourg,2010,12592.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Luxembourg,2011,14954.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Luxembourg,2012,15561.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Hungary,1998,7884.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Hungary,1999,10608.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Hungary,2000,12111.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Hungary,2001,13239.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Hungary,2002,12467.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Hungary,2003,11773.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Hungary,2004,12545.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Hungary,2005,18819.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Hungary,2006,10266.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Hungary,2007,8997.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Hungary,2008,17664.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Hungary,2009,14244.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Hungary,2010,13242.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Hungary,2011,12451.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Hungary,2012,10358.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Malta,2008,2180.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Malta,2009,2216.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Malta,2010,2144.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Malta,2011,1763.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Malta,2012,2691.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Netherlands,1998,23261.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Netherlands,1999,22899.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Netherlands,2000,25430.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Netherlands,2001,26276.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Netherlands,2002,24923.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Netherlands,2003,22906.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Netherlands,2004,26351.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Netherlands,2005,27519.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Netherlands,2006,31921.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Netherlands,2007,43228.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Netherlands,2008,55413.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Netherlands,2009,42259.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Netherlands,2010,46389.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Netherlands,2011,50532.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Netherlands,2012,51216.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Austria,2002,31143.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Austria,2003,35332.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Austria,2004,42895.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Austria,2005,43819.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Austria,2006,43197.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Austria,2007,37743.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Austria,2008,39377.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Austria,2009,36165.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Austria,2010,38486.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Austria,2011,46655.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Austria,2012,51887.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Portugal,2008,3908.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Portugal,2009,4121.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Portugal,2010,2445.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Portugal,2011,2333.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Portugal,2012,1462.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Romania,2008,5350.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Romania,2009,4831.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Romania,2010,6272.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Romania,2011,3412.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Romania,2012,3450.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Slovenia,1998,355.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Slovenia,1999,136.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Slovenia,2000,272.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Slovenia,2001,552.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Slovenia,2002,585.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Slovenia,2003,638.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Slovenia,2004,407.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Slovenia,2005,2020.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Slovenia,2006,1741.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Slovenia,2007,2646.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Slovenia,2008,2070.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Slovenia,2009,1881.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Slovenia,2010,2026.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Slovenia,2011,1990.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Slovenia,2012,2179.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Slovakia,2008,6754.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Slovakia,2009,4557.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Slovakia,2010,3537.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Slovakia,2011,3162.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Slovakia,2012,2418.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Finland,1998,2504.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Finland,1999,2433.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Finland,2000,2818.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Finland,2001,3335.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Finland,2002,3270.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Finland,2003,3312.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Finland,2004,4159.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Finland,2005,4594.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Finland,2006,5368.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Finland,2007,6803.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Finland,2008,7346.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Finland,2009,6472.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Finland,2010,7101.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Finland,2011,8429.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Finland,2012,10281.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Sweden,1998,10057.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Sweden,1999,10583.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Sweden,2000,12718.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Sweden,2001,14093.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Sweden,2002,14855.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Sweden,2003,14499.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Sweden,2004,16417.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Sweden,2005,18421.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Sweden,2006,25482.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Sweden,2007,31352.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Sweden,2008,30389.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Sweden,2009,26857.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Sweden,2010,24154.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Sweden,2011,25106.0
Annual,EU27 countries (2007-2013) except reporting country,Age in completed years,Total,Number,Total,Sweden,2012,25338.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Belgium,2007,49909.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Belgium,2010,50869.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Belgium,2011,52540.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Belgium,2012,53266.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Bulgaria,2012,3944.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Czechia,2002,17498.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Czechia,2003,28332.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Czechia,2004,20521.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Czechia,2005,14742.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Czechia,2006,9633.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Czechia,2007,20998.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Czechia,2008,19893.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Czechia,2009,14325.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Czechia,2010,13629.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Czechia,2011,9700.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Czechia,2012,10396.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Denmark,2002,9532.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Denmark,2003,9608.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Denmark,2004,10747.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Denmark,2005,12707.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Denmark,2006,16410.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Denmark,2007,20195.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Denmark,2008,17844.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Denmark,2009,13822.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Denmark,2010,13685.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Denmark,2011,14400.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Denmark,2012,15361.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Germany,2004,266355.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Germany,2005,286047.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Germany,2006,289235.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Germany,2007,279038.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Germany,2008,263596.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Germany,2010,115056.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Germany,2011,167929.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Germany,2012,218860.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Estonia,2007,1063.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Estonia,2008,967.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Estonia,2009,1031.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Estonia,2010,496.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Estonia,2011,55.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Estonia,2012,69.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Ireland,2006,90848.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Ireland,2007,77778.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Ireland,2008,44037.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Ireland,2009,21843.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Ireland,2010,19949.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Spain,2002,73402.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Spain,2004,124709.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Spain,2005,131096.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Spain,2006,151144.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Spain,2007,160230.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Spain,2008,96337.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Spain,2009,72240.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Spain,2010,67664.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Spain,2011,68130.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Spain,2012,66821.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Croatia,2004,322.0
