Time frequency,Country of citizenship,Age definition,Age class,Unit of measure,Sex,Geopolitical entity (reporting),Time,value
Annual,Reporting country,Age reached during the year,Total,Number,Total,Belgium,1999,24556.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Belgium,2000,26479.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Belgium,2001,28182.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Belgium,2002,30489.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Belgium,2003,33314.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Belgium,2004,33276.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Belgium,2005,34922.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Belgium,2006,35827.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Belgium,2007,36483.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Belgium,2010,18557.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Belgium,2011,13790.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Belgium,2012,13422.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Belgium,2013,14549.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Belgium,2014,16813.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Belgium,2015,17864.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Belgium,2016,17615.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Belgium,2017,17536.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Belgium,2018,18197.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Belgium,2019,19010.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Belgium,2020,17130.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Belgium,2021,17357.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Belgium,2022,15936.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Belgium,2023,15668.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Belgium,2024,16198.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Bulgaria,2007,1498.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Bulgaria,2012,4964.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Bulgaria,2013,4682.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Bulgaria,2014,9502.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Bulgaria,2015,10722.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Bulgaria,2016,9254.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Bulgaria,2017,13060.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Bulgaria,2018,16169.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Bulgaria,2019,23555.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Bulgaria,2020,24007.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Bulgaria,2021,22087.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Bulgaria,2022,19032.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Bulgaria,2023,17017.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Bulgaria,2024,18205.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Czechia,2001,1595.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Czechia,2002,1031.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Czechia,2003,2577.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Czechia,2004,2649.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Czechia,2005,1718.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Czechia,2006,2058.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Czechia,2007,1934.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Czechia,2008,25190.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Czechia,2009,21744.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Czechia,2010,18267.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Czechia,2011,8141.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Czechia,2012,6765.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Czechia,2013,5326.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Czechia,2014,5759.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Czechia,2015,4478.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Czechia,2016,4533.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Czechia,2017,4536.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Czechia,2018,4529.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Czechia,2019,4170.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Czechia,2020,3262.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Czechia,2021,2913.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Czechia,2022,3031.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Czechia,2023,2396.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Czechia,2024,2883.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Denmark,1998,22542.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Denmark,1999,22353.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Denmark,2000,22105.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Denmark,2001,22330.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Denmark,2002,22181.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Denmark,2003,22062.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Denmark,2004,21990.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Denmark,2005,22469.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Denmark,2006,22469.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Denmark,2007,22033.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Denmark,2008,19851.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Denmark,2009,19281.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Denmark,2010,18508.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Denmark,2011,18261.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Denmark,2012,18644.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Denmark,2013,18970.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Denmark,2014,19349.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Denmark,2015,19797.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Denmark,2016,19742.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Denmark,2017,19533.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Denmark,2018,19402.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Denmark,2019,19108.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Denmark,2020,19420.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Denmark,2021,16215.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Denmark,2022,18141.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Denmark,2023,18783.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Denmark,2024,18508.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Germany,1998,196956.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Germany,1999,200150.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Germany,2000,191909.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Germany,2001,193958.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Germany,2002,184202.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Germany,2003,167216.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Germany,2004,177993.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Germany,2005,128051.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Germany,2006,103388.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Germany,2007,106014.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Germany,2008,108331.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Germany,2009,79165.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Germany,2010,85527.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Germany,2011,89438.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Germany,2012,87245.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Germany,2013,83229.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Germany,2014,89280.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Germany,2015,88513.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Germany,2016,90879.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Germany,2017,90484.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Germany,2018,87602.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Germany,2019,87207.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Germany,2020,79050.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Germany,2021,77676.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Germany,2022,75572.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Germany,2023,74360.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Germany,2024,71762.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Estonia,2004,338.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Estonia,2005,455.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Estonia,2006,746.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Estonia,2007,1789.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Estonia,2008,1742.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Estonia,2009,1655.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Estonia,2010,1611.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Estonia,2011,2034.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Estonia,2012,1532.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Estonia,2013,2472.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Estonia,2014,2557.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Estonia,2015,8043.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Estonia,2016,7129.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Estonia,2017,8549.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Estonia,2018,7836.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Estonia,2019,7265.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Estonia,2020,5900.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Estonia,2021,7056.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Estonia,2022,6981.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Estonia,2023,5758.0
