Time frequency,Stock or flow,External trade indicator,Geopolitical entity (partner),"Standard International Trade Classification (SITC Rev. 4, 2006)",Geopolitical entity (reporting),Time,value
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2024-04,308.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2024-05,327.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2024-06,212.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2024-07,259.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2024-08,280.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2024-09,270.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2024-10,334.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2024-11,337.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2024-12,264.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2025-01,347.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2025-02,343.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2025-03,467.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2025-04,381.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2025-05,277.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2025-06,312.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2025-07,294.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2025-08,272.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2025-09,312.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2025-10,315.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2025-11,307.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2025-12,311.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2026-01,347.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2026-02,322.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2026-03,429.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2026-04,357.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2026-05,370.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2026-06,284.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2023-01,-3179.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2023-02,-1751.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2023-03,-1553.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2023-04,-2154.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2023-05,-1742.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2023-06,-703.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2023-07,-1571.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2023-08,-1347.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2023-09,-1366.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2023-10,-652.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2023-11,-719.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2023-12,-973.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2024-01,-938.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2024-02,-900.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2024-03,-629.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2024-04,-532.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2024-05,-835.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2024-06,-1436.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2024-07,-1070.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2024-08,-1389.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2024-09,-555.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2024-10,-1048.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2024-11,-597.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2024-12,-1270.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2025-01,-838.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2025-02,-342.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2025-03,-707.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2025-04,-991.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2025-05,-660.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2025-06,-629.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2025-07,-633.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2025-08,-793.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2025-09,-635.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2025-10,-497.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2025-11,-607.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2025-12,-178.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2026-01,-424.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2026-02,-513.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2026-03,-607.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2026-04,-1121.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2026-05,-725.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2026-06,-1207.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2023-01,-1682.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2023-02,-877.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2023-03,-944.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2023-04,-1241.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2023-05,-953.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2023-06,-392.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2023-07,-1078.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2023-08,-852.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2023-09,-1104.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2023-10,-289.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2023-11,-516.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2023-12,-544.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2024-01,-751.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2024-02,-733.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2024-03,-646.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2024-04,-312.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2024-05,-548.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2024-06,-1101.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2024-07,-633.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2024-08,-805.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2024-09,-378.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2024-10,-898.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2024-11,-590.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2024-12,-1081.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2025-01,-842.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2025-02,-437.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2025-03,-440.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2025-04,-731.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2025-05,-233.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2025-06,-220.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2025-07,-265.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2025-08,-546.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2025-09,-262.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2025-10,-372.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2025-11,-376.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2025-12,-97.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2026-01,-429.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2026-02,-140.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2026-03,-417.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2026-04,-541.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2026-05,-306.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2023-01,71.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2023-02,70.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2023-03,55.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2023-04,69.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2023-05,74.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2023-06,83.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2023-07,73.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2023-08,68.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2023-09,93.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2023-10,86.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2023-11,87.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2023-12,76.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2024-01,75.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2024-02,67.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2024-03,92.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2024-04,77.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2024-05,111.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2024-06,81.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2024-07,115.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2024-08,61.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2024-09,80.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2024-10,106.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2024-11,87.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2024-12,85.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2025-01,55.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2025-02,67.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2025-03,77.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2025-04,56.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2025-05,55.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2025-06,68.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2025-07,84.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2025-08,56.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2025-09,67.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2025-10,62.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2025-11,84.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2025-12,68.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2026-01,47.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2026-02,79.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2026-03,104.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2026-04,102.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2026-05,62.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2026-06,60.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2023-01,10004.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2023-02,10793.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2023-03,13206.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2023-04,9532.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2023-05,11521.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2023-06,13193.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2023-07,11693.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2023-08,9876.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2023-09,11562.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2023-10,12719.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2023-11,12164.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2023-12,8455.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2024-01,11363.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2024-02,11710.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2024-03,12324.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2024-04,13244.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2024-05,11487.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2024-06,11852.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2024-07,13367.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2024-08,10788.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2024-09,12020.6
