Time frequency,Stock or flow,External trade indicator,Geopolitical entity (partner),"Standard International Trade Classification (SITC Rev. 4, 2006)",Geopolitical entity (reporting),Time,value
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),Raw materials,European Union - 27 countries (from 2020),2025-02,12262.9
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),Raw materials,European Union - 27 countries (from 2020),2025-03,13222.1
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),Raw materials,European Union - 27 countries (from 2020),2025-04,12823.3
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),Raw materials,European Union - 27 countries (from 2020),2025-05,12100.6
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),Raw materials,European Union - 27 countries (from 2020),2025-06,11532.0
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),Raw materials,European Union - 27 countries (from 2020),2025-07,12025.6
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),Raw materials,European Union - 27 countries (from 2020),2025-08,10061.2
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),Raw materials,European Union - 27 countries (from 2020),2025-09,11898.6
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),Raw materials,European Union - 27 countries (from 2020),2025-10,12570.4
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),Raw materials,European Union - 27 countries (from 2020),2025-11,12033.4
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),Raw materials,European Union - 27 countries (from 2020),2025-12,11164.2
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),Raw materials,European Union - 27 countries (from 2020),2026-01,11351.3
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),Raw materials,European Union - 27 countries (from 2020),2026-02,12760.1
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),Raw materials,European Union - 27 countries (from 2020),2026-03,14469.4
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),Raw materials,European Union - 27 countries (from 2020),2026-04,13294.1
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),Raw materials,European Union - 27 countries (from 2020),2026-05,12569.6
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2023-01,9598.4
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2023-02,10521.3
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2023-03,12098.0
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2023-04,9946.6
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2023-05,11144.0
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2023-06,9737.3
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2023-07,8602.3
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2023-08,7998.9
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2023-09,9028.5
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2023-10,9359.9
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2023-11,9365.2
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2023-12,8143.2
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2024-01,8623.7
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2024-02,9836.1
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2024-03,10211.7
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2024-04,10603.0
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2024-05,10000.8
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2024-06,9529.6
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2024-07,9882.0
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2024-08,8181.2
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2024-09,9368.3
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2024-10,10120.1
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2024-11,9402.5
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2024-12,8407.3
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2025-01,9390.0
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2025-02,10203.8
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2025-03,10964.6
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2025-04,10602.5
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2025-05,10019.9
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2025-06,9523.8
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2025-07,9851.3
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2025-08,8069.0
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2025-09,9770.6
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2025-10,10297.4
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2025-11,9986.2
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2025-12,9133.9
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2026-01,9351.3
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2026-02,10703.6
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2026-03,12167.1
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2026-04,11210.8
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Crude materials, inedible, except fuels",European Union - 27 countries (from 2020),2026-05,10546.3
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2023-01,29410.1
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2023-02,24410.6
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2023-03,27133.4
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2023-04,22120.1
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2023-05,21553.0
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2023-06,20981.4
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2023-07,21682.0
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2023-08,22742.2
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2023-09,21428.4
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2023-10,23024.5
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2023-11,21263.9
Monthly,Imports,Trade value in million ECU/EURO,European Union - 27 countries (from 2020),"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2023-12,21426.1
