Time frequency,Standard international energy product classification (SIEC),Geopolitical entity (partner),Unit of measure,Geopolitical entity (reporting),Time,value
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Denmark,2008,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Denmark,2009,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Denmark,2010,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Denmark,2011,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Denmark,2012,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Denmark,2013,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Denmark,2014,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Denmark,2015,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Denmark,2016,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Denmark,2017,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Denmark,2018,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Denmark,2019,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Denmark,2020,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Denmark,2021,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Denmark,2022,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Denmark,2023,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Denmark,2024,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Germany,2000,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Germany,2001,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Germany,2002,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Germany,2003,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Germany,2004,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Germany,2005,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Germany,2006,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Germany,2007,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Germany,2008,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Germany,2009,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Germany,2010,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Germany,2011,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Germany,2012,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Germany,2013,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Germany,2014,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Germany,2015,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Germany,2016,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Germany,2017,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Germany,2018,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Germany,2019,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Germany,2020,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Germany,2021,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Germany,2022,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Germany,2023,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Germany,2024,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Estonia,2000,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Estonia,2001,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Estonia,2002,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Estonia,2003,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Estonia,2004,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Estonia,2005,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Estonia,2006,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Estonia,2007,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Estonia,2008,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Estonia,2009,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Estonia,2010,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Estonia,2011,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Estonia,2012,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Estonia,2013,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Estonia,2014,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Estonia,2015,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Estonia,2016,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Estonia,2017,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Estonia,2018,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Estonia,2019,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Estonia,2020,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Estonia,2021,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Estonia,2022,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Estonia,2023,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Estonia,2024,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Ireland,2000,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Ireland,2001,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Ireland,2002,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Ireland,2003,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Ireland,2004,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Ireland,2005,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Ireland,2006,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Ireland,2007,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Ireland,2008,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Ireland,2009,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Ireland,2010,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Ireland,2011,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Ireland,2012,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Ireland,2013,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Ireland,2014,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Ireland,2015,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Ireland,2016,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Ireland,2017,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Ireland,2018,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Ireland,2019,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Ireland,2020,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Ireland,2021,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Ireland,2022,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Ireland,2023,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Ireland,2024,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Spain,2000,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Spain,2001,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Spain,2002,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Spain,2003,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Spain,2004,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Spain,2005,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Spain,2006,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Spain,2007,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Spain,2008,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Spain,2009,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Spain,2010,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Spain,2011,0.0
